sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
149997,7,16.07,0,0.9947,191.0
149998,7,0.01,0,0.9947,189.0
150000,8,0.12,0,0.9946,172.0
150001,7,1.81,0,0.9947,190.0
150002,7,11.14,0,0.9947,186.0
150003,8,2.82,0,0.9946,169.0
150006,8,0.88,0,0.9945,160.0
150007,8,0.09,0,0.9944,155.0
150008,8,0.02,0,0.9944,157.0
150010,8,30.4,0,0.9944,156.0
150011,8,47.34,0,0.9944,154.0
150015,8,5.35,0,0.9944,156.0
150016,8,23.29,0,0.9945,160.0
150017,7,6.15,0,0.9947,181.0
150018,8,66.04,0,0.9944,155.0
150019,8,0.64,0,0.9944,153.0
150020,8,77.93,0,0.9944,154.0
150021,8,39.9,0,0.9947,171.0
150022,8,49.86,0,0.9947,170.0
150023,8,35.23,0,0.9947,174.0
150024,8,48.49,0,0.9944,153.0
150025,8,28.03,0,0.9944,156.0
150026,8,10.91,0,0.9944,157.0
150029,8,0.03,0,0.9945,158.0
150030,7,6.13,0,0.9948,185.0
150031,8,0.38,0,0.9944,157.0
150032,8,25.46,0,0.9946,160.0
150033,8,129.1,0,0.9947,171.0
150034,8,207.64,0,0.9946,160.0
150035,8,355.16,0,0.9946,160.0
150036,8,383.4,0,0.9946,167.0
150037,8,439.47,0,0.9947,169.0
150038,8,545.9,0,0.9946,167.0
150039,8,511.17,0,0.9946,165.0
150040,8,433.12,0,0.9946,167.0
150041,8,535.15,0,0.9947,172.0
150042,8,163.28,0,0.9947,175.0
150043,7,1.36,0,0.9947,177.0
150044,8,3.68,0,0.9947,172.0
150045,8,0.65,0,0.9944,151.0
150046,7,5.68,0,0.9947,180.0
150047,8,8.97,0,0.9944,156.0
150048,8,40.73,0,0.9946,169.0
150049,8,26.94,0,0.9946,168.0
150050,7,1.15,0,0.9948,185.0
150051,8,210.91,0,0.9946,168.0
150052,8,430.34,0,0.9945,165.0
150053,8,475.83,0,0.9945,163.0
150054,8,497.62,0,0.9946,174.0
150055,7,503.44,0,0.9947,181.0
150056,6,712.35,0,0.9948,203.0
150057,6,18.27,0,0.9948,200.0
150058,7,20.41,0,0.9947,194.0
150059,8,275.93,0,0.9944,164.0
150060,8,98.78,0,0.9944,164.0
150061,6,78.37,0,0.9948,203.0
150062,8,266.02,0,0.9945,170.0
150063,8,159.93,0,0.9945,174.0
150064,7,308.47,0,0.9947,197.0
150065,7,568.16,0,0.9947,195.0
150066,7,359.71,0,0.9947,191.0
150067,7,333.49,0,0.9947,185.0
150068,7,539.18,0,0.9947,178.0
150069,8,497.39,0,0.9946,174.0
150070,8,562.11,0,0.9946,173.0
150071,8,602.9,0,0.9946,175.0
150072,8,582.04,0,0.9946,172.0
150073,8,507.63,0,0.9945,164.0
150074,7,784.46,0,0.9948,192.0
150075,7,640.81,0,0.9948,186.0
150076,7,460.25,0,0.9947,181.0
150077,7,558.17,0,0.9947,177.0
150078,8,594.31,0,0.9947,174.0
150079,8,582.7,0,0.9947,170.0
150080,8,539.57,0,0.9946,164.0
150081,8,497.39,0,0.9945,157.0
150082,7,715.23,0,0.9948,183.0
150083,7,702.2,0,0.9948,181.0
150084,7,672.9,0,0.9948,179.0
150085,8,637.81,0,0.9947,175.0
150086,8,564.96,0,0.9947,167.0
150087,8,557.94,0,0.9947,166.0
150088,8,598.17,0,0.9947,172.0
150089,8,450.24,0,0.9947,166.0
150090,8,349.59,0,0.9946,161.0
150091,8,337.79,0,0.9946,161.0
150092,8,388.78,0,0.9946,160.0
150093,8,354.86,0,0.9946,159.0
150094,8,188.45,0,0.9946,159.0
150095,8,152.54,0,0.9946,158.0
150096,8,134.1,0,0.9945,152.0
150097,8,160.09,0,0.9948,174.0
150098,8,129.6,0,0.9945,152.0
150099,8,67.88,0,0.9946,155.0
150100,8,95.02,0,0.9945,153.0
150101,8,76.83,0,0.9945,153.0
150102,8,61.73,0,0.9945,154.0
150103,8,43.17,0,0.9946,155.0
150104,8,66.52,0,0.9946,156.0
150105,8,61.09,0,0.9946,156.0
150106,8,53.43,0,0.9946,157.0
150107,8,47.18,0,0.9946,157.0
150108,8,198.1,0,0.9946,160.0
150109,8,282.08,0,0.9946,159.0
150110,8,282.94,0,0.9946,160.0
150111,8,303.49,0,0.9946,159.0
150112,8,468.84,0,0.9946,160.0
150113,8,463.72,0,0.9946,160.0
150114,8,268.9,0,0.9946,161.0
150115,8,166.63,0,0.9946,158.0
150116,8,185.37,0,0.9946,157.0
150117,8,164.2,0,0.9946,157.0
150118,8,193.25,0,0.9946,157.0
150119,8,242.03,0,0.9946,157.0
150120,8,206.25,0,0.9946,158.0
150121,8,189.97,0,0.9946,159.0
150122,8,165.29,0,0.9946,159.0
150123,8,206.06,0,0.9946,161.0
150124,8,101.14,0,0.9947,162.0
150125,8,101.5,0,0.9947,165.0
150126,8,327.16,0,0.9947,165.0
150127,8,306.49,0,0.9947,165.0
150128,8,296.08,0,0.9946,158.0
150129,8,248.13,0,0.9946,156.0
150130,8,242.06,0,0.9945,152.0
150131,8,213.42,0,0.9945,151.0
150132,8,257.74,0,0.9947,169.0
150133,9,137.17,0,0.9945,150.0
150134,9,149.9,0,0.9945,149.0
150135,8,200.94,0,0.9945,151.0
150136,9,206.46,0,0.9945,150.0
150137,8,157.87,0,0.9945,151.0
150138,9,196.41,0,0.9944,148.0
150139,9,322.05,0,0.9944,143.0
150140,9,253.46,0,0.9944,147.0
150141,9,224.02,0,0.9945,149.0
150142,8,258.83,0,0.9945,152.0
150143,8,331.32,0,0.9946,155.0
150144,8,240.8,0,0.9945,153.0
150145,8,353.66,0,0.9946,159.0
150146,8,232.14,0,0.9946,161.0
150147,8,294.45,0,0.9946,161.0
150148,8,320.48,0,0.9946,159.0
150149,8,307.88,0,0.9947,162.0
150150,8,366.58,0,0.9947,166.0
150151,8,490.49,0,0.9947,172.0
150152,8,514.92,0,0.9947,174.0
150153,8,472.97,0,0.9947,173.0
150154,8,360.91,0,0.9947,173.0
150155,9,298.02,0,0.9944,149.0
150156,8,168.6,0,0.9944,151.0
150157,8,479.82,0,0.9947,175.0
150158,7,509.47,0,0.9947,176.0
150159,8,480.22,0,0.9947,175.0
150160,8,301.11,0,0.9944,151.0
150161,8,317.84,0,0.9944,151.0
150162,8,298.23,0,0.9944,150.0
150163,8,196.35,0,0.9944,151.0
150164,8,78.85,0,0.9944,152.0
150165,8,92.69,0,0.9944,152.0
150166,8,95.3,0,0.9945,153.0
150167,8,167.06,0,0.9945,155.0
150168,8,225.4,0,0.9945,156.0
150169,8,101.89,0,0.9945,156.0
150170,8,192.18,0,0.9945,158.0
150171,8,292.53,0,0.9945,158.0
150172,8,159.36,0,0.9945,155.0
150173,8,283.73,0,0.9947,172.0
150174,8,305.66,0,0.9946,160.0
150175,8,278.72,0,0.9947,170.0
150176,7,216.77,0,0.9947,175.0
150177,8,415.78,0,0.9947,172.0
150178,8,341.17,0,0.9947,169.0
150179,7,415.9,0,0.9947,176.0
150180,8,172.23,0,0.9944,151.0
150181,8,32.15,0,0.9944,150.0
150182,9,35.7,0,0.9944,150.0
150183,8,1.82,0,0.9947,174.0
150184,8,8.87,0,0.9947,173.0
150185,8,63.7,0,0.9947,173.0
150186,8,82.2,0,0.9947,172.0
150187,9,55.58,0,0.9944,149.0
150188,9,27.25,0,0.9944,149.0
150189,8,79.01,0,0.9947,170.0
150190,8,95.86,0,0.9947,170.0
150191,8,21.96,0,0.9947,169.0
150192,8,44.69,0,0.9947,168.0
150193,8,49.22,0,0.9947,166.0
150194,8,12.88,0,0.9947,168.0
150195,8,0.42,0,0.9947,168.0
150196,8,58.34,0,0.9947,167.0
150197,8,156.98,0,0.9947,165.0
150198,8,311.91,0,0.9947,168.0
150199,8,434.79,0,0.9947,171.0
150200,8,356.14,0,0.9947,169.0
150201,9,212.47,0,0.9944,148.0
150202,9,207.9,0,0.9944,148.0
150203,9,229.44,0,0.9944,149.0
150204,8,187.68,0,0.9944,151.0
150205,8,219.49,0,0.9944,151.0
150206,8,140.01,0,0.9944,151.0
150207,9,72.69,0,0.9944,150.0
150208,9,187.07,0,0.9944,148.0
150209,9,184.47,0,0.9944,148.0
150210,9,209.39,0,0.9944,147.0
150211,8,382.28,0,0.9947,163.0
150212,8,294.73,0,0.9946,160.0
150213,8,307.85,0,0.9946,157.0
150214,8,358.02,0,0.9946,161.0
150215,8,330.38,0,0.9946,157.0
150216,9,304.3,0,0.9944,148.0
150217,8,343.96,0,0.9947,161.0
150218,9,77.23,0,0.9939,128.0
150219,8,299.85,0,0.9946,157.0
150220,8,299.98,0,0.9946,159.0
150221,8,212.93,0,0.9945,153.0
150222,8,175.57,0,0.9945,153.0
150223,8,172.81,0,0.9946,157.0
150224,8,252.34,0,0.9946,159.0
150225,8,200.87,0,0.9946,157.0
150226,8,213.7,0,0.9946,160.0
150227,8,244.32,0,0.9946,158.0
150228,8,176.08,0,0.9946,157.0
150229,8,117.72,0,0.9946,156.0
150230,8,141.58,0,0.9946,159.0
150231,8,263.2,0,0.9946,161.0
150232,8,263.86,0,0.9946,161.0
150233,8,302.46,0,0.9946,159.0
150234,8,313.84,0,0.9946,159.0
150235,8,272.1,0,0.9947,163.0
150236,8,297.52,0,0.9947,163.0
150237,8,178.77,0,0.9946,161.0
150238,8,204.41,0,0.9947,164.0
150239,8,104.66,0,0.9947,167.0
150240,8,52.03,0,0.9947,166.0
150241,8,58.4,0,0.9947,164.0
150242,8,31.47,0,0.9947,164.0
150243,8,42.48,0,0.9947,163.0
150244,8,23.74,0,0.9945,152.0
150245,8,70.49,0,0.9946,159.0
150246,8,126.7,0,0.9947,160.0
150247,8,133.15,0,0.9945,151.0
150248,8,194.3,0,0.9946,156.0
150249,8,255.95,0,0.9946,158.0
150250,8,275.87,0,0.9945,153.0
150251,9,186.22,0,0.9944,145.0
150252,9,296.56,0,0.9945,148.0
150253,8,352.97,0,0.9946,158.0
150254,8,323.14,0,0.9946,156.0
150255,8,305.74,0,0.9946,158.0
150256,8,383.54,0,0.9946,162.0
150257,8,297.75,0,0.9947,163.0
150258,8,182.19,0,0.9946,158.0
150259,8,198.71,0,0.9946,155.0
150260,8,195.88,0,0.9945,154.0
150261,8,272.19,0,0.9946,162.0
150262,8,255.29,0,0.9944,150.0
150263,8,163.54,0,0.9944,150.0
150264,8,204.32,0,0.9944,152.0
150265,8,230.51,0,0.9945,154.0
150266,8,210.21,0,0.9945,153.0
150267,8,186.31,0,0.9945,154.0
150268,8,221.16,0,0.9945,153.0
150269,8,171.07,0,0.9945,157.0
150270,8,96.4,0,0.9945,157.0
150271,8,120.06,0,0.9945,155.0
150272,8,102.38,0,0.9945,154.0
150273,8,70.92,0,0.9945,154.0
150274,8,74.22,0,0.9945,153.0
150275,8,144.46,0,0.9947,172.0
150276,9,60.02,0,0.9944,149.0
150277,9,35.25,0,0.9944,148.0
150278,9,92.98,0,0.9944,150.0
150279,8,64.27,0,0.9945,153.0
150280,8,111.08,0,0.9945,156.0
150281,8,119.89,0,0.9945,158.0
150282,8,137.3,0,0.9945,158.0
150283,8,39.54,0,0.9945,159.0
150670,7,44.53,0,0.9947,177.0
150671,7,87.21,0,0.9948,186.0
150672,7,37.86,0,0.9947,179.0
150673,8,0.6,0,0.9946,171.0
150674,7,0.06,0,0.9947,182.0
150675,7,40.87,0,0.9947,188.0
150676,7,154.25,0,0.9947,189.0
150677,7,302.95,0,0.9947,196.0
150678,7,288.81,0,0.9947,199.0
150679,7,21.59,0,0.9947,193.0
150680,7,5.08,0,0.9947,189.0
150681,7,26.66,0,0.9947,192.0
150682,7,14.35,0,0.9947,191.0
150683,7,13.3,0,0.9947,183.0
150684,7,43.04,0,0.9947,189.0
150685,7,9.23,0,0.9947,188.0
150686,7,7.75,0,0.9947,187.0
150687,7,1.69,0,0.9947,179.0
150688,7,1.77,0,0.9946,175.0
150689,8,1.18,0,0.9945,160.0
150690,8,10.5,0,0.9945,160.0
150691,8,0.56,0,0.9945,161.0
150692,8,0.72,0,0.9944,156.0
150693,8,14.66,0,0.9945,159.0
150694,8,210.04,0,0.9945,158.0
150695,8,100.74,0,0.9944,157.0
150696,8,0.22,0,0.9944,155.0
150699,8,0.91,0,0.9944,157.0
150700,8,84.87,0,0.9945,161.0
150702,8,71.81,0,0.9944,157.0
150703,8,0.03,0,0.9947,169.0
150704,7,4.6,0,0.9947,180.0
150705,7,111.04,0,0.9947,179.0
150706,7,96.4,0,0.9947,177.0
150707,8,59.31,0,0.9943,151.0
150708,8,81.73,0,0.9944,153.0
150709,8,24.88,0,0.9944,152.0
150710,8,7.79,0,0.9943,151.0
150711,7,1.25,0,0.9947,177.0
150713,7,7.84,0,0.9948,186.0
150714,7,120.7,0,0.9947,179.0
150715,7,70.98,0,0.9947,177.0
150716,8,71.08,0,0.9946,166.0
150717,8,25.63,0,0.9946,163.0
150718,8,237.9,0,0.9946,166.0
150719,8,436.02,0,0.9946,165.0
150720,8,385.98,0,0.9946,164.0
150721,8,459.85,0,0.9946,166.0
150722,8,521.11,0,0.9946,164.0
150723,8,504.73,0,0.9946,165.0
150724,8,491.82,0,0.9946,167.0
150725,8,445.27,0,0.9947,172.0
150726,8,79.6,0,0.9947,174.0
150729,8,1.21,0,0.9944,158.0
150730,8,0.5,0,0.9944,156.0
150731,8,19.9,0,0.9946,168.0
150732,8,26.66,0,0.9946,173.0
150734,7,4.49,0,0.9948,192.0
150735,8,197.93,0,0.9946,175.0
150736,8,165.72,0,0.9946,173.0
150737,8,141.5,0,0.9945,163.0
150738,8,277.37,0,0.9946,174.0
150739,8,395.57,0,0.9946,172.0
150740,7,624.05,0,0.9947,194.0
150741,7,34.15,0,0.9947,200.0
150742,7,6.59,0,0.9947,194.0
150743,8,303.79,0,0.9945,169.0
150744,8,352.16,0,0.9945,175.0
150745,7,455.2,0,0.9945,175.0
150746,1,4210.37,0,0.9939,349.0
150747,1,450.9,0,0.9939,346.0
150748,6,602.73,0,0.9948,201.0
150749,7,440.43,0,0.9947,196.0
150750,7,332.71,0,0.9947,187.0
150751,7,508.42,0,0.9947,184.0
150752,7,261.9,0,0.9947,178.0
150753,7,325.64,0,0.9947,180.0
150754,7,336.11,0,0.9947,180.0
150755,7,643.15,0,0.9947,180.0
150756,8,506.28,0,0.9946,174.0
150757,8,436.59,0,0.9945,165.0
150758,7,638.48,0,0.9948,197.0
150759,7,378.06,0,0.9948,188.0
150760,7,233.07,0,0.9947,181.0
150761,7,233.33,0,0.9947,176.0
150762,8,516.51,0,0.9947,175.0
150763,8,596.98,0,0.9947,173.0
150764,8,328.74,0,0.9946,164.0
150765,7,690.98,0,0.9948,184.0
150766,7,707.72,0,0.9948,181.0
150767,7,663.01,0,0.9948,182.0
150768,7,649.91,0,0.9948,177.0
150769,8,564.87,0,0.9947,171.0
150770,8,503.63,0,0.9947,163.0
150771,8,493.15,0,0.9946,160.0
150772,8,508.09,0,0.9947,163.0
150773,8,485.47,0,0.9947,164.0
150774,8,343.91,0,0.9946,159.0
150775,8,309.65,0,0.9946,159.0
150776,8,341.59,0,0.9946,157.0
150777,8,362.82,0,0.9945,153.0
150778,8,411.98,0,0.9945,152.0
150779,8,360.51,0,0.9945,152.0
150780,8,493.59,0,0.9947,171.0
150781,8,499.99,0,0.9947,168.0
150782,8,449.55,0,0.9947,169.0
150783,9,206.89,0,0.9944,148.0
150784,9,74.21,0,0.9945,150.0
150785,8,41.08,0,0.9945,152.0
150786,8,39.38,0,0.9945,152.0
150787,8,50.06,0,0.9945,153.0
150788,8,40.2,0,0.9945,154.0
150789,8,52.64,0,0.9946,156.0
150790,8,49.39,0,0.9946,158.0
150791,8,49.93,0,0.9946,158.0
150792,8,218.9,0,0.9946,158.0
150793,8,393.39,0,0.9946,157.0
150794,8,293.98,0,0.9946,158.0
150795,8,390.46,0,0.9946,158.0
150796,8,434.86,0,0.9946,159.0
150797,8,411.32,0,0.9946,158.0
150798,8,314.66,0,0.9946,157.0
150799,8,344.88,0,0.9946,157.0
150800,8,398.04,0,0.9946,157.0
150801,8,259.16,0,0.9946,156.0
150802,8,183.72,0,0.9946,156.0
150803,8,188.43,0,0.9946,155.0
150804,8,192.96,0,0.9946,156.0
150805,8,175.69,0,0.9946,157.0
150806,8,220.41,0,0.9946,159.0
150807,8,253.46,0,0.9946,160.0
150808,8,173.61,0,0.9946,161.0
150809,8,112.37,0,0.9946,162.0
150810,8,273.55,0,0.9946,160.0
150811,8,311.7,0,0.9946,159.0
150812,8,302.6,0,0.9946,156.0
150813,8,281.04,0,0.9946,157.0
150814,8,234.32,0,0.9946,155.0
150815,8,213.49,0,0.9945,150.0
150816,8,181.16,0,0.9947,168.0
150817,9,108.86,0,0.9945,149.0
150818,9,160.42,0,0.9944,148.0
150819,8,164.17,0,0.9945,151.0
150820,9,191.89,0,0.9945,150.0
150821,8,234.57,0,0.9945,153.0
150822,8,186.01,0,0.9945,151.0
150823,8,283.81,0,0.9945,152.0
150824,8,305.53,0,0.9945,152.0
150825,8,304.09,0,0.9945,151.0
150826,9,274.0,0,0.9943,142.0
150827,9,278.64,0,0.9944,146.0
150828,8,249.69,0,0.9945,153.0
150829,8,302.67,0,0.9946,158.0
150830,8,239.86,0,0.9946,157.0
150831,8,271.07,0,0.9946,159.0
150832,8,241.65,0,0.9946,162.0
150833,8,352.19,0,0.9947,164.0
150834,8,325.75,0,0.9947,167.0
150835,8,495.66,0,0.9947,174.0
150836,8,497.84,0,0.9947,175.0
150837,8,498.36,0,0.9947,172.0
150838,8,417.18,0,0.9947,171.0
150839,8,356.55,0,0.9947,173.0
150840,9,192.81,0,0.9944,149.0
150841,8,497.37,0,0.9947,175.0
150842,8,415.57,0,0.9947,172.0
150843,8,454.66,0,0.9947,171.0
150844,8,187.15,0,0.9947,173.0
150845,8,481.26,0,0.9947,172.0
150846,8,460.9,0,0.9947,174.0
150847,8,293.67,0,0.9944,151.0
150848,8,323.1,0,0.9945,155.0
150849,8,230.96,0,0.9945,157.0
150850,8,204.9,0,0.9945,159.0
150851,8,203.98,0,0.9945,158.0
150852,8,283.09,0,0.9945,158.0
150853,8,278.3,0,0.9945,158.0
150854,8,339.06,0,0.9945,159.0
150855,8,320.99,0,0.9946,161.0
150856,8,315.71,0,0.9945,158.0
150857,8,328.33,0,0.9945,153.0
150858,7,234.14,0,0.9947,177.0
150859,8,291.76,0,0.9945,155.0
150860,8,118.43,0,0.9945,155.0
150861,8,237.1,0,0.9944,151.0
150862,7,295.31,0,0.9947,176.0
150863,8,327.87,0,0.9945,159.0
150864,8,215.97,0,0.9945,156.0
150865,8,41.68,0,0.9944,151.0
150866,8,29.62,0,0.9944,150.0
150867,9,9.56,0,0.9944,150.0
150868,8,3.81,0,0.9947,173.0
150869,8,46.06,0,0.9947,173.0
150870,8,75.48,0,0.9947,170.0
150871,8,115.32,0,0.9947,171.0
150872,8,29.26,0,0.9947,173.0
150873,8,38.54,0,0.9947,170.0
150874,8,22.78,0,0.9947,169.0
150875,8,24.0,0,0.9947,167.0
150876,8,56.19,0,0.9947,166.0
150877,8,42.07,0,0.9947,164.0
150878,8,21.52,0,0.9947,165.0
150879,8,13.51,0,0.9947,166.0
150880,8,87.22,0,0.9947,164.0
150881,8,234.43,0,0.9947,163.0
150882,8,267.69,0,0.9947,166.0
150883,8,253.2,0,0.9947,168.0
150884,8,279.84,0,0.9947,169.0
150885,9,284.82,0,0.9944,147.0
150886,9,327.91,0,0.9944,146.0
150887,9,270.85,0,0.9944,148.0
150888,9,137.36,0,0.9944,150.0
150889,9,231.83,0,0.9944,148.0
150890,9,194.84,0,0.9944,148.0
150891,9,85.66,0,0.9944,147.0
150892,9,147.69,0,0.9944,146.0
150893,9,208.69,0,0.9944,146.0
150894,9,145.74,0,0.9944,146.0
150895,8,421.79,0,0.9947,165.0
150896,8,308.12,0,0.9946,160.0
150897,8,220.63,0,0.9946,157.0
150898,8,350.17,0,0.9946,158.0
150899,8,330.93,0,0.9946,155.0
150900,9,322.72,0,0.9945,149.0
150901,8,350.09,0,0.9947,160.0
150902,9,305.48,0,0.9944,148.0
150903,8,233.72,0,0.9946,157.0
150904,8,225.55,0,0.9946,159.0
150905,8,221.8,0,0.9946,156.0
150906,8,264.25,0,0.9945,154.0
150907,8,256.08,0,0.9946,157.0
150908,8,224.35,0,0.9946,160.0
150909,8,227.74,0,0.9946,158.0
150910,8,290.05,0,0.9946,161.0
150911,8,246.7,0,0.9946,159.0
150912,8,142.05,0,0.9946,155.0
150913,8,142.48,0,0.9946,157.0
150914,8,268.72,0,0.9946,162.0
150915,8,299.02,0,0.9946,160.0
150916,8,125.39,0,0.9946,158.0
150917,8,238.81,0,0.9946,157.0
150918,8,373.48,0,0.9946,155.0
150919,8,296.7,0,0.9946,157.0
150920,8,298.79,0,0.9946,160.0
150921,8,249.32,0,0.9947,163.0
150922,8,192.9,0,0.9947,165.0
150923,8,108.41,0,0.9946,161.0
150924,8,66.67,0,0.9946,159.0
150925,8,77.84,0,0.9946,162.0
150926,8,26.07,0,0.9946,162.0
150927,8,23.74,0,0.9946,161.0
150928,9,91.21,0,0.9945,149.0
150929,8,194.51,0,0.9947,164.0
150930,8,182.34,0,0.9947,164.0
150931,8,194.66,0,0.9945,151.0
150932,8,178.78,0,0.9946,158.0
150933,8,265.32,0,0.9946,161.0
150934,8,186.51,0,0.9945,154.0
150935,9,97.72,0,0.9944,147.0
150936,8,121.4,0,0.9945,150.0
150937,8,250.72,0,0.9946,157.0
150938,8,324.64,0,0.9946,155.0
150939,8,327.41,0,0.9946,157.0
150940,8,392.5,0,0.9946,161.0
150941,8,293.81,0,0.9946,158.0
150942,8,316.38,0,0.9946,158.0
150943,8,204.66,0,0.9946,155.0
150944,8,71.92,0,0.9947,165.0
150945,8,105.48,0,0.9947,166.0
150946,8,199.67,0,0.9947,170.0
150947,8,157.06,0,0.9945,155.0
150948,8,249.85,0,0.9945,153.0
150949,8,299.07,0,0.9945,155.0
150950,8,210.93,0,0.9945,153.0
150951,8,141.08,0,0.9944,151.0
150952,8,125.67,0,0.9945,158.0
150953,8,135.86,0,0.9945,157.0
150954,8,100.68,0,0.9945,156.0
150955,8,151.54,0,0.9945,155.0
150956,8,79.89,0,0.9945,153.0
150957,8,82.0,0,0.9945,154.0
150958,8,109.11,0,0.9944,151.0
150959,8,203.44,0,0.9944,150.0
150960,8,164.33,0,0.9944,151.0
150961,8,27.31,0,0.9944,151.0
150962,8,79.09,0,0.9945,153.0
150963,8,43.17,0,0.9945,155.0
150964,8,61.61,0,0.9945,158.0
150965,8,46.87,0,0.9945,157.0
150966,8,45.83,0,0.9945,157.0
151362,7,0.16,0,0.9947,197.0
151363,7,13.95,0,0.9947,189.0
151364,7,59.1,0,0.9947,188.0
151365,7,13.22,0,0.9947,190.0
151366,7,15.88,0,0.9947,191.0
151367,7,127.3,0,0.9947,190.0
151368,7,203.82,0,0.9947,191.0
151369,7,38.31,0,0.9947,185.0
151370,7,14.52,0,0.9947,183.0
151371,8,7.48,0,0.9946,174.0
151372,7,16.0,0,0.9946,177.0
151373,8,24.61,0,0.9946,170.0
151374,8,22.09,0,0.9945,162.0
151375,8,2.84,0,0.9945,161.0
151376,8,30.21,0,0.9944,157.0
151377,8,23.7,0,0.9944,158.0
151378,8,0.06,0,0.9945,159.0
151381,9,11.85,0,0.9943,150.0
151382,8,34.99,0,0.9944,153.0
151384,8,14.18,0,0.9944,157.0
151386,8,17.72,0,0.9944,157.0
151388,8,10.29,0,0.9944,155.0
151389,8,28.17,0,0.9944,155.0
151390,8,76.64,0,0.9944,156.0
151391,8,76.21,0,0.9944,154.0
151392,8,38.16,0,0.9944,151.0
151393,8,50.9,0,0.9944,154.0
151394,8,0.03,0,0.9945,159.0
151395,7,1.19,0,0.9947,181.0
151396,8,3.89,0,0.9945,158.0
151397,7,66.6,0,0.9947,182.0
151398,8,8.92,0,0.9944,156.0
151399,8,6.44,0,0.9947,174.0
151400,8,57.08,0,0.9947,172.0
151401,8,22.05,0,0.9946,164.0
151402,8,211.13,0,0.9947,171.0
151403,8,456.69,0,0.9946,164.0
151404,8,411.81,0,0.9946,160.0
151405,8,519.82,0,0.9947,173.0
151406,8,492.9,0,0.9947,174.0
151407,8,577.9,0,0.9947,169.0
151408,8,572.76,0,0.9947,169.0
151409,8,427.73,0,0.9946,167.0
151410,7,23.35,0,0.9947,177.0
151414,8,3.45,0,0.9944,158.0
151415,8,2.53,0,0.9945,159.0
151416,8,0.14,0,0.9945,163.0
151417,8,2.67,0,0.9945,164.0
151418,8,4.63,0,0.9946,172.0
151419,8,119.58,0,0.9946,170.0
151420,8,129.4,0,0.9946,168.0
151421,8,58.93,0,0.9946,173.0
151422,7,381.44,0,0.9946,175.0
151423,8,322.66,0,0.9946,175.0
151424,7,443.96,0,0.9947,186.0
151425,7,204.84,0,0.9947,188.0
151427,7,36.82,0,0.9946,180.0
151428,8,542.2,0,0.9945,174.0
151429,7,547.49,0,0.9945,175.0
151430,8,308.28,0,0.9945,167.0
151431,7,115.02,0,0.9947,191.0
151432,7,748.48,0,0.9947,193.0
151433,7,760.3,0,0.9947,189.0
151434,7,756.57,0,0.9947,194.0
151435,7,568.02,0,0.9947,181.0
151436,7,332.35,0,0.9947,178.0
151437,7,220.55,0,0.9947,187.0
151438,7,584.32,0,0.9947,186.0
151439,7,602.0,0,0.9947,182.0
151440,7,167.21,0,0.9947,177.0
151441,8,416.51,0,0.9946,167.0
151442,8,354.58,0,0.9945,163.0
151443,7,452.61,0,0.9948,190.0
151444,7,243.76,0,0.9947,183.0
151445,7,214.86,0,0.9947,177.0
151446,8,221.3,0,0.9947,174.0
151447,8,505.63,0,0.9947,172.0
151448,8,464.55,0,0.9946,161.0
151449,7,741.79,0,0.9948,186.0
151450,7,729.34,0,0.9948,184.0
151451,7,629.55,0,0.9948,183.0
151452,8,549.15,0,0.9947,174.0
151453,8,570.72,0,0.9947,169.0
151454,8,546.49,0,0.9947,166.0
151455,8,502.67,0,0.9947,162.0
151456,8,477.7,0,0.9946,161.0
151457,8,484.28,0,0.9946,161.0
151458,8,230.75,0,0.9946,160.0
151459,8,176.01,0,0.9945,154.0
151460,8,346.25,0,0.9945,153.0
151461,8,333.66,0,0.9945,151.0
151462,9,264.6,0,0.9945,150.0
151463,8,390.09,0,0.9947,172.0
151464,8,328.92,0,0.9947,171.0
151465,8,342.5,0,0.9947,167.0
151466,8,305.89,0,0.9947,166.0
151467,8,359.11,0,0.9947,166.0
151468,8,351.74,0,0.9947,167.0
151469,8,160.54,0,0.9947,170.0
151470,9,39.17,0,0.9945,150.0
151471,8,47.39,0,0.9945,151.0
151472,8,70.4,0,0.9945,154.0
151473,8,52.68,0,0.9946,155.0
151474,8,48.36,0,0.9946,156.0
151475,8,58.78,0,0.9946,157.0
151476,8,54.39,0,0.9946,157.0
151477,8,325.27,0,0.9946,155.0
151478,8,366.99,0,0.9946,157.0
151479,8,306.46,0,0.9946,158.0
151480,8,369.18,0,0.9946,157.0
151481,8,402.58,0,0.9946,156.0
151482,8,176.69,0,0.9946,156.0
151483,8,288.62,0,0.9946,156.0
151484,8,373.78,0,0.9946,156.0
151485,8,379.89,0,0.9946,155.0
151486,8,399.38,0,0.9946,155.0
151487,8,342.59,0,0.9945,154.0
151488,8,214.68,0,0.9945,153.0
151489,8,96.8,0,0.9945,153.0
151490,8,205.44,0,0.9946,155.0
151491,8,189.19,0,0.9946,158.0
151492,8,216.64,0,0.9946,158.0
151493,8,180.1,0,0.9946,160.0
151494,8,178.86,0,0.9946,160.0
151495,8,264.6,0,0.9946,156.0
151496,8,245.9,0,0.9945,153.0
151497,8,263.53,0,0.9945,152.0
151498,8,257.78,0,0.9945,153.0
151499,8,190.25,0,0.9945,150.0
151500,9,149.27,0,0.9944,147.0
